,batsman,opponent_team,total_runs,total_balls_faced,strike_rate,dismissals
465,Arshdeep Singh,Rajasthan Royals,1,5,0.0,1
466,Arshdeep Singh,Royal Challengers Bengaluru,4,4,1.0,1
467,Arshdeep Singh,Sunrisers Hyderabad,1,6,0.0,2
468,AS Joseph,Chennai Super Kings,0,1,0.0,1
469,AS Joseph,Kings XI Punjab,15,13,1.0,0
470,AS Joseph,Kolkata Knight Riders,1,1,1.0,0
471,AS Joseph,Mumbai Indians,7,12,0.0,0
472,AS Joseph,Punjab Kings,4,5,0.0,0
473,AS Rajpoot,Chennai Super Kings,2,4,0.0,1
474,AS Rajpoot,Kolkata Knight Riders,7,5,1.0,0
475,AS Rajpoot,Mumbai Indians,8,18,0.0,2
476,AS Rajpoot,Royal Challengers Bangalore,1,5,0.0,0
477,AS Rajpoot,Sunrisers Hyderabad,8,9,0.0,1
478,AS Raut,Chennai Super Kings,28,23,1.0,2
479,AS Raut,Deccan Chargers,37,28,1.0,2
480,AS Raut,Delhi Daredevils,11,13,0.0,1
481,AS Raut,Kings XI Punjab,27,26,1.0,2
482,AS Raut,Kolkata Knight Riders,34,36,0.0,2
483,AS Raut,Mumbai Indians,20,17,1.0,0
484,AS Raut,Royal Challengers Bangalore,37,29,1.0,0
485,AS Roy,Chennai Super Kings,3,3,1.0,0
486,AS Roy,Delhi Capitals,0,1,0.0,1
487,AS Roy,Lucknow Super Giants,0,2,0.0,1
488,AS Roy,Punjab Kings,4,5,0.0,1
489,AS Roy,Rajasthan Royals,6,6,1.0,0
490,AS Roy,Sunrisers Hyderabad,13,7,1.0,0
491,AS Yadav,Chennai Super Kings,0,1,0.0,1
492,AS Yadav,Delhi Daredevils,12,7,1.0,1
493,AS Yadav,Kolkata Knight Riders,10,10,1.0,1
494,AS Yadav,Rajasthan Royals,16,10,1.0,1
495,AS Yadav,Royal Challengers Bangalore,11,12,0.0,1
496,Ashutosh Sharma,Chennai Super Kings,4,11,0.0,2
497,Ashutosh Sharma,Gujarat Titans,71,47,1.0,3
498,Ashutosh Sharma,Lucknow Super Giants,66,31,2.0,0
499,Ashutosh Sharma,Mumbai Indians,78,43,1.0,2
500,Ashutosh Sharma,Rajasthan Royals,63,44,1.0,1
501,Ashutosh Sharma,Royal Challengers Bengaluru,8,5,1.0,1
502,Ashutosh Sharma,Sunrisers Hyderabad,35,22,1.0,1
503,AT Carey,Chennai Super Kings,4,7,0.0,1
504,AT Carey,Mumbai Indians,14,9,1.0,0
505,AT Carey,Rajasthan Royals,14,13,1.0,1
506,AT Rayudu,Chennai Super Kings,320,266,1.0,13
507,AT Rayudu,Deccan Chargers,108,94,1.0,4
508,AT Rayudu,Delhi Capitals,182,142,1.0,4
509,AT Rayudu,Delhi Daredevils,447,331,1.0,12
510,AT Rayudu,Gujarat Lions,20,19,1.0,1
511,AT Rayudu,Gujarat Titans,94,60,1.0,4
512,AT Rayudu,Kings XI Punjab,378,299,1.0,13
513,AT Rayudu,Kochi Tuskers Kerala,53,33,1.0,0
514,AT Rayudu,Kolkata Knight Riders,447,368,1.0,18
515,AT Rayudu,Lucknow Super Giants,54,34,1.0,1
516,AT Rayudu,Mumbai Indians,338,263,1.0,11
517,AT Rayudu,Pune Warriors,92,96,0.0,5
518,AT Rayudu,Punjab Kings,95,68,1.0,4
519,AT Rayudu,Rajasthan Royals,377,303,1.0,18
520,AT Rayudu,Rising Pune Supergiant,22,31,0.0,3
521,AT Rayudu,Rising Pune Supergiants,44,47,0.0,2
522,AT Rayudu,Royal Challengers Bangalore,728,604,1.0,22
523,AT Rayudu,Sunrisers Hyderabad,549,432,1.0,13
524,Atharva Taide,Chennai Super Kings,13,17,0.0,1
525,Atharva Taide,Delhi Capitals,55,43,1.0,0
526,Atharva Taide,Lucknow Super Giants,66,43,1.0,2
527,Atharva Taide,Mumbai Indians,29,19,1.0,1
528,Atharva Taide,Rajasthan Royals,34,26,1.0,2
529,Atharva Taide,Royal Challengers Bangalore,4,2,2.0,1
530,Atharva Taide,Sunrisers Hyderabad,46,27,1.0,1
531,AU Rashid,Lucknow Super Giants,4,3,1.0,1
532,AU Rashid,Rajasthan Royals,18,14,1.0,1
533,AUK Pathan,Chennai Super Kings,14,6,2.0,1
534,AUK Pathan,Deccan Chargers,4,4,1.0,1
535,AUK Pathan,Kings XI Punjab,9,9,1.0,2
536,AUK Pathan,Kochi Tuskers Kerala,12,5,2.0,0
537,AUK Pathan,Mumbai Indians,0,2,0.0,1
538,Avesh Khan,Delhi Capitals,7,3,2.0,0
539,Avesh Khan,Gujarat Titans,12,4,3.0,1
540,Avesh Khan,Kings XI Punjab,4,3,1.0,0
541,Avesh Khan,Kolkata Knight Riders,5,3,1.0,0
542,Avesh Khan,Mumbai Indians,2,2,1.0,0
543,Avesh Khan,Punjab Kings,5,8,0.0,0
544,Avesh Khan,Rajasthan Royals,8,4,2.0,0
545,Avesh Khan,Royal Challengers Bangalore,0,1,0.0,0
546,Azhar Mahmood,Chennai Super Kings,35,27,1.0,2
547,Azhar Mahmood,Deccan Chargers,45,29,1.0,2
548,Azhar Mahmood,Delhi Daredevils,54,59,0.0,3
549,Azhar Mahmood,Kolkata Knight Riders,2,8,0.0,2
550,Azhar Mahmood,Mumbai Indians,99,67,1.0,3
551,Azhar Mahmood,Pune Warriors,0,4,0.0,1
552,Azhar Mahmood,Rajasthan Royals,53,53,1.0,3
553,Azhar Mahmood,Royal Challengers Bangalore,96,60,1.0,2
554,Azhar Mahmood,Sunrisers Hyderabad,4,4,1.0,1
555,Azmatullah Omarzai,Chennai Super Kings,11,11,1.0,1
556,Azmatullah Omarzai,Delhi Capitals,1,2,0.0,1
557,Azmatullah Omarzai,Gujarat Titans,16,15,1.0,1
558,Azmatullah Omarzai,Mumbai Indians,17,11,1.0,1
559,Azmatullah Omarzai,Punjab Kings,13,10,1.0,1
560,B Akhil,Chennai Super Kings,8,12,0.0,1
561,B Akhil,Deccan Chargers,27,7,3.0,0
562,B Akhil,Delhi Daredevils,24,17,1.0,1
563,B Akhil,Kolkata Knight Riders,0,2,0.0,1
564,B Akhil,Mumbai Indians,8,10,0.0,1
565,B Akhil,Rajasthan Royals,9,9,1.0,1
566,B Chipli,Chennai Super Kings,35,36,0.0,3
567,B Chipli,Deccan Chargers,10,7,1.0,1
568,B Chipli,Delhi Daredevils,33,33,1.0,2
569,B Chipli,Kings XI Punjab,14,12,1.0,1
570,B Chipli,Kochi Tuskers Kerala,4,10,0.0,1
571,B Chipli,Kolkata Knight Riders,60,48,1.0,1
572,B Chipli,Mumbai Indians,18,29,0.0,4
573,B Chipli,Pune Warriors,39,37,1.0,1
574,B Chipli,Rajasthan Royals,6,9,0.0,1
575,B Chipli,Royal Challengers Bangalore,61,35,1.0,0
576,B Indrajith,Delhi Capitals,6,8,0.0,1
577,B Indrajith,Lucknow Super Giants,0,6,0.0,1
578,B Indrajith,Rajasthan Royals,15,17,0.0,1
579,B Kumar,Chennai Super Kings,39,50,0.0,0
580,B Kumar,Deccan Chargers,8,5,1.0,0
581,B Kumar,Delhi Capitals,13,16,0.0,1
582,B Kumar,Delhi Daredevils,14,9,1.0,1
583,B Kumar,Gujarat Titans,28,31,0.0,1
584,B Kumar,Kings XI Punjab,9,15,0.0,2
585,B Kumar,Kolkata Knight Riders,55,55,1.0,5
586,B Kumar,Lucknow Super Giants,3,3,1.0,1
587,B Kumar,Mumbai Indians,35,45,0.0,6
588,B Kumar,Punjab Kings,18,26,0.0,2
589,B Kumar,Rajasthan Royals,27,34,0.0,3
590,B Kumar,Rising Pune Supergiant,0,1,0.0,1
591,B Kumar,Rising Pune Supergiants,22,11,2.0,2
592,B Kumar,Royal Challengers Bangalore,29,41,0.0,5
593,B Kumar,Royal Challengers Bengaluru,13,14,0.0,1
594,B Kumar,Sunrisers Hyderabad,3,4,0.0,2
595,B Laughlin,Chennai Super Kings,0,1,0.0,1
596,B Laughlin,Mumbai Indians,4,9,0.0,1
597,B Laughlin,Sunrisers Hyderabad,1,3,0.0,0
598,B Lee,Chennai Super Kings,6,7,0.0,1
599,B Lee,Deccan Chargers,14,16,0.0,0
600,B Lee,Delhi Daredevils,27,15,1.0,1
601,B Lee,Kochi Tuskers Kerala,2,5,0.0,2
602,B Lee,Kolkata Knight Riders,7,6,1.0,0
603,B Lee,Mumbai Indians,29,28,1.0,2
604,B Lee,Rajasthan Royals,30,20,1.0,3
605,B Lee,Royal Challengers Bangalore,9,5,1.0,0
606,B Sai Sudharsan,Chennai Super Kings,258,151,1.0,4
607,B Sai Sudharsan,Delhi Capitals,175,119,1.0,3
608,B Sai Sudharsan,Kolkata Knight Riders,105,77,1.0,2
609,B Sai Sudharsan,Lucknow Super Giants,87,64,1.0,2
610,B Sai Sudharsan,Mumbai Indians,165,125,1.0,4
611,B Sai Sudharsan,Punjab Kings,257,201,1.0,5
612,B Sai Sudharsan,Rajasthan Royals,137,108,1.0,2
613,B Sai Sudharsan,Royal Challengers Bangalore,20,14,1.0,1
614,B Sai Sudharsan,Royal Challengers Bengaluru,139,106,1.0,2
615,B Sai Sudharsan,Sunrisers Hyderabad,108,97,1.0,4
616,B Stanlake,Mumbai Indians,5,2,2.0,0
617,B Sumanth,Chennai Super Kings,16,19,0.0,1
618,B Sumanth,Delhi Daredevils,7,12,0.0,0
619,B Sumanth,Kings XI Punjab,6,3,2.0,0
620,B Sumanth,Royal Challengers Bangalore,6,4,1.0,0
621,BA Bhatt,Deccan Chargers,0,5,0.0,0
622,BA Bhatt,Kolkata Knight Riders,6,2,3.0,0
623,BA Stokes,Chennai Super Kings,149,109,1.0,5
624,BA Stokes,Delhi Capitals,49,43,1.0,2
625,BA Stokes,Delhi Daredevils,52,46,1.0,4
626,BA Stokes,Gujarat Lions,128,82,1.0,1
627,BA Stokes,Gujarat Titans,7,6,1.0,1
628,BA Stokes,Kings XI Punjab,132,82,1.0,5
629,BA Stokes,Kolkata Knight Riders,75,75,1.0,5
630,BA Stokes,Lucknow Super Giants,8,9,0.0,1
631,BA Stokes,Mumbai Indians,185,121,1.0,4
632,BA Stokes,Punjab Kings,0,3,0.0,1
633,BA Stokes,Royal Challengers Bangalore,45,48,0.0,3
634,BA Stokes,Sunrisers Hyderabad,105,94,1.0,6
635,Basil Thampi,Delhi Capitals,1,1,1.0,0
636,Basil Thampi,Kings XI Punjab,11,12,0.0,0
637,Basil Thampi,Mumbai Indians,5,10,0.0,1
638,Basil Thampi,Rising Pune Supergiant,2,5,0.0,0
639,Basil Thampi,Royal Challengers Bangalore,0,1,0.0,0
640,Basil Thampi,Sunrisers Hyderabad,13,8,1.0,0
641,BAW Mendis,Mumbai Indians,0,1,0.0,1
642,BAW Mendis,Royal Challengers Bangalore,3,5,0.0,1
643,BB McCullum,Chennai Super Kings,235,185,1.0,9
644,BB McCullum,Deccan Chargers,36,40,0.0,5
645,BB McCullum,Delhi Daredevils,305,273,1.0,14
646,BB McCullum,Kings XI Punjab,277,259,1.0,12
647,BB McCullum,Kolkata Knight Riders,343,248,1.0,12
648,BB McCullum,Mumbai Indians,475,365,1.0,14
649,BB McCullum,Pune Warriors,83,88,0.0,3
650,BB McCullum,Rajasthan Royals,159,125,1.0,10
651,BB McCullum,Rising Pune Supergiant,94,61,1.0,2
652,BB McCullum,Rising Pune Supergiants,92,55,1.0,2
653,BB McCullum,Royal Challengers Bangalore,569,397,1.0,13
654,BB McCullum,Sunrisers Hyderabad,214,176,1.0,6
655,BB Samantray,Kings XI Punjab,10,13,0.0,2
656,BB Samantray,Kolkata Knight Riders,5,2,2.0,0
657,BB Samantray,Pune Warriors,39,39,1.0,1
658,BB Samantray,Rajasthan Royals,69,60,1.0,2
659,BB Samantray,Royal Challengers Bangalore,2,2,1.0,0
660,BB Sran,Delhi Daredevils,1,2,0.0,0
661,BB Sran,Kolkata Knight Riders,6,6,1.0,0
662,BB Sran,Rising Pune Supergiants,1,1,1.0,0
663,BB Sran,Sunrisers Hyderabad,2,5,0.0,1
664,BCJ Cutting,Delhi Capitals,5,8,0.0,2
665,BCJ Cutting,Delhi Daredevils,45,26,1.0,1
666,BCJ Cutting,Gujarat Lions,8,7,1.0,1
667,BCJ Cutting,Kings XI Punjab,22,18,1.0,1
668,BCJ Cutting,Kolkata Knight Riders,39,21,1.0,3
669,BCJ Cutting,Mumbai Indians,20,11,1.0,1
670,BCJ Cutting,Rajasthan Royals,23,16,1.0,0
671,BCJ Cutting,Royal Challengers Bangalore,67,30,2.0,0
672,BCJ Cutting,Sunrisers Hyderabad,9,9,1.0,1
673,BE Hendricks,Chennai Super Kings,1,2,0.0,0
674,BE Hendricks,Mumbai Indians,0,1,0.0,1
675,Bipul Sharma,Chennai Super Kings,7,5,1.0,0
676,Bipul Sharma,Deccan Chargers,8,6,1.0,0
677,Bipul Sharma,Gujarat Lions,27,11,2.0,0
678,Bipul Sharma,Kolkata Knight Riders,66,48,1.0,2
679,Bipul Sharma,Mumbai Indians,7,6,1.0,1
680,Bipul Sharma,Pune Warriors,35,18,1.0,0
681,Bipul Sharma,Rajasthan Royals,19,14,1.0,1
682,Bipul Sharma,Rising Pune Supergiant,8,8,1.0,1
683,Bipul Sharma,Rising Pune Supergiants,5,5,1.0,0
684,Bipul Sharma,Royal Challengers Bangalore,5,3,1.0,1
685,BJ Haddin,Royal Challengers Bangalore,18,11,1.0,1
686,BJ Hodge,Chennai Super Kings,186,147,1.0,2
687,BJ Hodge,Deccan Chargers,140,111,1.0,4
688,BJ Hodge,Delhi Daredevils,89,87,1.0,6
689,BJ Hodge,Kings XI Punjab,188,141,1.0,6
690,BJ Hodge,Kolkata Knight Riders,139,98,1.0,2
691,BJ Hodge,Mumbai Indians,262,206,1.0,4
692,BJ Hodge,Pune Warriors,79,76,1.0,3
693,BJ Hodge,Rajasthan Royals,89,85,1.0,4
694,BJ Hodge,Royal Challengers Bangalore,165,156,1.0,8
695,BJ Hodge,Sunrisers Hyderabad,63,46,1.0,2
696,BJ Rohrer,Chennai Super Kings,4,6,0.0,1
697,BJ Rohrer,Kings XI Punjab,49,29,1.0,1
698,BJ Rohrer,Kolkata Knight Riders,10,3,3.0,0
699,BJ Rohrer,Pune Warriors,20,23,0.0,2
700,BJ Rohrer,Rajasthan Royals,64,41,1.0,0
701,BJ Rohrer,Royal Challengers Bangalore,46,44,1.0,3
702,BMAJ Mendis,Chennai Super Kings,12,17,0.0,1
703,BMAJ Mendis,Mumbai Indians,0,1,0.0,1
704,BMAJ Mendis,Sunrisers Hyderabad,11,9,1.0,1
705,BR Dunk,Kings XI Punjab,5,4,1.0,1
706,BR Dunk,Royal Challengers Bangalore,15,14,1.0,1
707,BR Dunk,Sunrisers Hyderabad,20,18,1.0,1
708,BR Sharath,Lucknow Super Giants,2,5,0.0,1
709,C de Grandhomme,Chennai Super Kings,23,21,1.0,2
710,C de Grandhomme,Delhi Daredevils,4,7,0.0,1
711,C de Grandhomme,Kings XI Punjab,11,7,1.0,0
712,C de Grandhomme,Kolkata Knight Riders,11,7,1.0,0
713,C de Grandhomme,Mumbai Indians,54,35,1.0,3
714,C de Grandhomme,Rajasthan Royals,2,3,0.0,1
715,C de Grandhomme,Rising Pune Supergiant,36,19,1.0,1
716,C de Grandhomme,Royal Challengers Bangalore,31,30,1.0,2
717,C de Grandhomme,Sunrisers Hyderabad,131,100,1.0,4
718,C Green,Chennai Super Kings,74,57,1.0,3
719,C Green,Delhi Capitals,49,32,1.0,0
720,C Green,Gujarat Titans,67,52,1.0,3
721,C Green,Kolkata Knight Riders,40,26,1.0,2
722,C Green,Lucknow Super Giants,54,40,1.0,2
723,C Green,Punjab Kings,139,95,1.0,4
724,C Green,Rajasthan Royals,76,55,1.0,2
725,C Green,Royal Challengers Bangalore,7,6,1.0,1
726,C Green,Sunrisers Hyderabad,201,109,1.0,0
727,C Madan,Delhi Daredevils,15,21,0.0,1
728,C Munro,Chennai Super Kings,53,40,1.0,2
729,C Munro,Kings XI Punjab,4,6,0.0,1
730,C Munro,Kolkata Knight Riders,33,18,1.0,1
731,C Munro,Mumbai Indians,7,16,0.0,1
732,C Munro,Rajasthan Royals,0,1,0.0,1
733,C Munro,Sunrisers Hyderabad,80,63,1.0,3
734,C Nanda,Rajasthan Royals,0,1,0.0,1
735,C Sakariya,Chennai Super Kings,0,2,0.0,0
736,C Sakariya,Kolkata Knight Riders,1,5,0.0,0
737,C Sakariya,Lucknow Super Giants,4,4,1.0,1
738,C Sakariya,Mumbai Indians,6,11,0.0,1
739,C Sakariya,Punjab Kings,7,6,1.0,1
740,C Sakariya,Royal Challengers Bangalore,2,3,0.0,2
741,CA Ingram,Chennai Super Kings,10,19,0.0,3
742,CA Ingram,Kings XI Punjab,57,39,1.0,2
743,CA Ingram,Kolkata Knight Riders,24,13,1.0,1
744,CA Ingram,Mumbai Indians,48,34,1.0,2
745,CA Ingram,Pune Warriors,13,12,1.0,0
746,CA Ingram,Rajasthan Royals,15,28,0.0,1
747,CA Ingram,Royal Challengers Bangalore,33,29,1.0,2
748,CA Ingram,Sunrisers Hyderabad,5,9,0.0,1
749,CA Lynn,Chennai Super Kings,116,80,1.0,4
750,CA Lynn,Delhi Capitals,20,18,1.0,1
751,CA Lynn,Delhi Daredevils,36,35,1.0,2
752,CA Lynn,Gujarat Lions,93,46,2.0,0
753,CA Lynn,Kings XI Punjab,254,164,1.0,6
754,CA Lynn,Mumbai Indians,205,147,1.0,6
755,CA Lynn,Rajasthan Royals,119,112,1.0,6
756,CA Lynn,Royal Challengers Bangalore,270,200,1.0,7
757,CA Lynn,Sunrisers Hyderabad,216,172,1.0,6
758,CA Pujara,Chennai Super Kings,15,16,0.0,3
759,CA Pujara,Deccan Chargers,52,45,1.0,3
760,CA Pujara,Delhi Daredevils,35,43,0.0,3
761,CA Pujara,Kings XI Punjab,70,68,1.0,2
762,CA Pujara,Kolkata Knight Riders,19,31,0.0,2
763,CA Pujara,Mumbai Indians,19,20,0.0,1
764,CA Pujara,Rajasthan Royals,114,103,1.0,1
765,CA Pujara,Royal Challengers Bangalore,31,44,0.0,2
766,CA Pujara,Sunrisers Hyderabad,35,33,1.0,1
767,CH Gayle,Chennai Super Kings,395,337,1.0,14
768,CH Gayle,Deccan Chargers,67,52,1.0,4
769,CH Gayle,Delhi Capitals,122,69,1.0,4
770,CH Gayle,Delhi Daredevils,383,264,1.0,10
771,CH Gayle,Gujarat Lions,100,79,1.0,4
772,CH Gayle,Kings XI Punjab,797,483,1.0,15
773,CH Gayle,Kochi Tuskers Kerala,44,17,2.0,1
774,CH Gayle,Kolkata Knight Riders,700,477,1.0,16
775,CH Gayle,Mumbai Indians,715,570,1.0,17
776,CH Gayle,Pune Warriors,383,197,1.0,4
777,CH Gayle,Rajasthan Royals,552,433,1.0,16
778,CH Gayle,Royal Challengers Bangalore,313,221,1.0,5
779,CH Gayle,Sunrisers Hyderabad,426,317,1.0,15
780,CH Morris,Chennai Super Kings,18,19,0.0,3
781,CH Morris,Delhi Capitals,36,20,1.0,1
782,CH Morris,Delhi Daredevils,13,6,2.0,0
783,CH Morris,Gujarat Lions,82,33,2.0,0
784,CH Morris,Kings XI Punjab,93,59,1.0,3
785,CH Morris,Kolkata Knight Riders,44,42,1.0,7
786,CH Morris,Mumbai Indians,88,75,1.0,5
787,CH Morris,Pune Warriors,5,5,1.0,0
788,CH Morris,Punjab Kings,7,9,0.0,1
789,CH Morris,Rajasthan Royals,18,8,2.0,0
790,CH Morris,Rising Pune Supergiant,38,9,4.0,0
791,CH Morris,Rising Pune Supergiants,38,22,1.0,0
792,CH Morris,Royal Challengers Bangalore,65,59,1.0,5
793,CH Morris,Sunrisers Hyderabad,73,47,1.0,3
794,CJ Anderson,Chennai Super Kings,83,64,1.0,4
795,CJ Anderson,Delhi Daredevils,28,27,1.0,2
796,CJ Anderson,Gujarat Lions,24,20,1.0,1
797,CJ Anderson,Kings XI Punjab,97,85,1.0,3
798,CJ Anderson,Kolkata Knight Riders,77,66,1.0,3
799,CJ Anderson,Mumbai Indians,10,13,0.0,3
800,CJ Anderson,Rajasthan Royals,145,84,1.0,1
801,CJ Anderson,Rising Pune Supergiant,5,11,0.0,1
802,CJ Anderson,Royal Challengers Bangalore,27,33,0.0,3
803,CJ Anderson,Sunrisers Hyderabad,42,33,1.0,1
804,CJ Ferguson,Deccan Chargers,26,22,1.0,1
805,CJ Ferguson,Kings XI Punjab,9,21,0.0,1
806,CJ Ferguson,Kolkata Knight Riders,28,37,0.0,2
807,CJ Ferguson,Mumbai Indians,12,13,0.0,1
808,CJ Ferguson,Rajasthan Royals,23,26,0.0,1
809,CJ Jordan,Chennai Super Kings,4,5,0.0,0
810,CJ Jordan,Delhi Capitals,7,9,0.0,2
811,CJ Jordan,Gujarat Titans,2,6,0.0,1
812,CJ Jordan,Kolkata Knight Riders,30,19,1.0,2
813,CJ Jordan,Lucknow Super Giants,4,7,0.0,1
814,CJ Jordan,Mumbai Indians,13,8,1.0,1
815,CJ Jordan,Punjab Kings,5,5,1.0,1
816,CJ Jordan,Sunrisers Hyderabad,16,22,0.0,1
817,CJ McKay,Delhi Daredevils,8,15,0.0,1
818,CK Kapugedera,Delhi Daredevils,8,9,0.0,1
819,CK Kapugedera,Mumbai Indians,0,2,0.0,1
820,CK Kapugedera,Rajasthan Royals,8,13,0.0,1
821,CK Langeveldt,Delhi Daredevils,0,1,0.0,1
822,CK Langeveldt,Kings XI Punjab,8,8,1.0,1
823,CL White,Chennai Super Kings,136,105,1.0,4
824,CL White,Deccan Chargers,48,29,1.0,1
825,CL White,Delhi Daredevils,105,87,1.0,3
826,CL White,Kings XI Punjab,132,118,1.0,5
827,CL White,Kochi Tuskers Kerala,31,34,0.0,1
828,CL White,Kolkata Knight Riders,95,83,1.0,5
829,CL White,Mumbai Indians,100,77,1.0,3
830,CL White,Pune Warriors,162,110,1.0,4
831,CL White,Rajasthan Royals,42,50,0.0,4
832,CL White,Royal Challengers Bangalore,120,81,1.0,4
833,CM Gautam,Chennai Super Kings,20,17,1.0,2
834,CM Gautam,Delhi Daredevils,22,18,1.0,0
835,CM Gautam,Kings XI Punjab,45,38,1.0,1
836,CM Gautam,Kolkata Knight Riders,15,17,0.0,2
837,CM Gautam,Pune Warriors,30,26,1.0,1
838,CM Gautam,Rajasthan Royals,2,3,0.0,1
839,CM Gautam,Royal Challengers Bangalore,30,31,0.0,1
840,CM Gautam,Sunrisers Hyderabad,5,8,0.0,1
841,CR Brathwaite,Chennai Super Kings,64,45,1.0,1
842,CR Brathwaite,Delhi Capitals,6,7,0.0,1
843,CR Brathwaite,Gujarat Lions,11,11,1.0,1
844,CR Brathwaite,Kings XI Punjab,12,6,2.0,1
845,CR Brathwaite,Kolkata Knight Riders,51,25,2.0,4
846,CR Brathwaite,Rajasthan Royals,5,3,1.0,1
847,CR Brathwaite,Rising Pune Supergiants,20,8,2.0,1
848,CR Brathwaite,Royal Challengers Bangalore,2,7,0.0,2
849,CR Brathwaite,Sunrisers Hyderabad,10,8,1.0,1
850,CR Woakes,Delhi Daredevils,3,5,0.0,1
851,CR Woakes,Kings XI Punjab,9,8,1.0,0
852,CR Woakes,Kolkata Knight Riders,5,5,1.0,1
853,CR Woakes,Mumbai Indians,20,19,1.0,2
854,CR Woakes,Rajasthan Royals,15,12,1.0,0
855,CR Woakes,Rising Pune Supergiant,1,3,0.0,0
856,CR Woakes,Royal Challengers Bangalore,18,21,0.0,1
857,CR Woakes,Sunrisers Hyderabad,7,4,1.0,0
858,CRD Fernando,Chennai Super Kings,2,2,1.0,0
859,CRD Fernando,Kings XI Punjab,2,1,2.0,0
860,CV Varun,Chennai Super Kings,1,5,0.0,1
861,CV Varun,Delhi Capitals,2,9,0.0,0
862,CV Varun,Kings XI Punjab,2,4,0.0,1
863,CV Varun,Rajasthan Royals,1,1,1.0,0
864,CV Varun,Royal Challengers Bangalore,19,30,0.0,0
865,D Brevis,Chennai Super Kings,4,7,0.0,1
866,D Brevis,Delhi Capitals,37,34,1.0,1
867,D Brevis,Gujarat Titans,46,38,1.0,1
868,D Brevis,Kolkata Knight Riders,29,19,1.0,1
869,D Brevis,Lucknow Super Giants,57,41,1.0,3
870,D Brevis,Punjab Kings,49,25,1.0,1
871,D Brevis,Rajasthan Royals,0,1,0.0,1
872,D Brevis,Royal Challengers Bangalore,8,11,0.0,1
873,D Brevis,Sunrisers Hyderabad,42,25,1.0,1
874,D du Preez,Rajasthan Royals,10,13,0.0,1
875,D Ferreira,Delhi Capitals,1,3,0.0,1
876,D Ferreira,Gujarat Titans,1,3,0.0,1
877,D Ferreira,Punjab Kings,7,8,0.0,1
878,D Kalyankrishna,Kings XI Punjab,3,8,0.0,1
879,D Padikkal,Chennai Super Kings,267,213,1.0,8
880,D Padikkal,Delhi Capitals,177,148,1.0,8
881,D Padikkal,Gujarat Titans,79,80,0.0,7
882,D Padikkal,Kings XI Punjab,19,15,1.0,2
883,D Padikkal,Kolkata Knight Riders,161,141,1.0,7
884,D Padikkal,Lucknow Super Giants,94,72,1.0,3
885,D Padikkal,Mumbai Indians,189,142,1.0,8
886,D Padikkal,Punjab Kings,220,179,1.0,7
887,D Padikkal,Rajasthan Royals,311,224,1.0,5
888,D Padikkal,Royal Challengers Bangalore,109,89,1.0,5
889,D Padikkal,Royal Challengers Bengaluru,6,14,0.0,1
890,D Padikkal,Sunrisers Hyderabad,157,161,0.0,7
891,D Pretorius,Lucknow Super Giants,0,1,0.0,1
892,D Pretorius,Mumbai Indians,22,14,1.0,1
893,D Pretorius,Punjab Kings,9,5,1.0,1
894,D Pretorius,Royal Challengers Bangalore,13,8,1.0,1
895,D Salunkhe,Deccan Chargers,1,1,1.0,0
896,D Salunkhe,Delhi Daredevils,26,20,1.0,0
897,D Salunkhe,Kings XI Punjab,6,3,2.0,1
898,D Wiese,Chennai Super Kings,52,45,1.0,4
899,D Wiese,Delhi Daredevils,5,4,1.0,0
900,D Wiese,Gujarat Titans,8,6,1.0,0
901,D Wiese,Kings XI Punjab,4,5,0.0,0
902,D Wiese,Kolkata Knight Riders,9,8,1.0,0
903,D Wiese,Mumbai Indians,47,25,1.0,0
904,D Wiese,Rajasthan Royals,11,9,1.0,1
905,D Wiese,Royal Challengers Bangalore,12,3,4.0,0
906,DA Miller,Chennai Super Kings,405,297,1.0,9
907,DA Miller,Deccan Chargers,28,18,1.0,0
908,DA Miller,Delhi Capitals,268,192,1.0,7
909,DA Miller,Delhi Daredevils,272,252,1.0,6
910,DA Miller,Gujarat Lions,46,38,1.0,2
911,DA Miller,Gujarat Titans,7,11,0.0,1
912,DA Miller,Kolkata Knight Riders,288,229,1.0,9
913,DA Miller,Lucknow Super Giants,83,71,1.0,3
914,DA Miller,Mumbai Indians,403,292,1.0,11
915,DA Miller,Pune Warriors,80,42,1.0,0
916,DA Miller,Punjab Kings,57,62,0.0,3
917,DA Miller,Rajasthan Royals,389,244,1.0,6
918,DA Miller,Rising Pune Supergiant,30,27,1.0,0
919,DA Miller,Rising Pune Supergiants,14,11,1.0,2
920,DA Miller,Royal Challengers Bangalore,330,221,1.0,12
921,DA Miller,Royal Challengers Bengaluru,56,43,1.0,1
922,DA Miller,Sunrisers Hyderabad,286,220,1.0,10
923,DA Warner,Chennai Super Kings,696,535,1.0,21
924,DA Warner,Deccan Chargers,226,148,1.0,4
925,DA Warner,Delhi Capitals,182,150,1.0,6
926,DA Warner,Delhi Daredevils,268,208,1.0,6
927,DA Warner,Gujarat Lions,336,226,1.0,1
928,DA Warner,Gujarat Titans,39,38,1.0,1
929,DA Warner,Kings XI Punjab,906,658,1.0,17
930,DA Warner,Kochi Tuskers Kerala,16,23,0.0,2
931,DA Warner,Kolkata Knight Riders,1093,776,1.0,26
932,DA Warner,Lucknow Super Giants,71,76,0.0,4
